video_uid,split,level,start_time,end_time,verb_label,noun_label
39d087b0-afc2-47d8-ba91-b70dd8fab90e,train,step,2435.9597,2455.94219,6,58
39d087b0-afc2-47d8-ba91-b70dd8fab90e,train,step,2457.63605,2765.31524,32,40
39d087b0-afc2-47d8-ba91-b70dd8fab90e,train,step,2766.37055,2780.35749,6,58
39d087b0-afc2-47d8-ba91-b70dd8fab90e,train,step,2780.35749,2833.11082,60,61
39d087b0-afc2-47d8-ba91-b70dd8fab90e,train,step,2845.51685,2863.61695,66,61
39d087b0-afc2-47d8-ba91-b70dd8fab90e,train,step,2864.74898,2935.0824,76,57
39d087b0-afc2-47d8-ba91-b70dd8fab90e,train,step,2957.6263,2992.8792850000004,0,102
39d087b0-afc2-47d8-ba91-b70dd8fab90e,train,step,2993.0792850000003,3009.95097,6,58
39d087b0-afc2-47d8-ba91-b70dd8fab90e,train,step,3011.50175,3028.37792,66,61
39d087b0-afc2-47d8-ba91-b70dd8fab90e,train,step,3076.86,3114.158,7,4
39d087b0-afc2-47d8-ba91-b70dd8fab90e,train,step,3115.36871,3154.709,6,58
39d087b0-afc2-47d8-ba91-b70dd8fab90e,train,step,3158.977,3216.127,74,94
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,step,16.32906,20.38755,76,57
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,step,21.36947,65.32388,34,40
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,substep,21.89,45.34408,22,46
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,substep,48.47287,65.32388,0,61
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,step,67.83541,201.2653,27,61
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,substep,68.07849,173.10353,27,61
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,substep,173.49654,182.692,69,61
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,substep,186.17246,196.34934,0,20
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,step,203.43515,205.37194,76,57
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,step,207.68168,376.19277,34,40
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,substep,207.92326,255.5487,26,61
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,substep,256.03531,322.08968,24,61
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,substep,322.88015,326.99941,11,65
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,substep,331.72,373.371,0,61
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,step,378.59304,514.42955,27,61
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,step,514.57319,523.03982,76,57
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,step,523.18687,531.486,74,94
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,step,534.36679,540.38388,76,57
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,step,549.58917,595.50074,24,39
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,step,597.21813,841.10825,13,20
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,substep,601.79263,613.081,13,20
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,substep,613.80054,668.90005,46,20
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,substep,674.97135,682.13657,76,20
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,substep,683.90143,804.41174,27,61
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,substep,806.23163,830.47059,0,20
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,substep,830.8522,841.108,76,130
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,step,843.02161,847.73465,74,94
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,step,855.06768,1013.42572,34,40
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,substep,855.08768,903.77961,26,61
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,substep,904.27571,968.13054,24,39
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,substep,970.30442,1008.93761,0,61
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,substep,1008.95449,1012.79604,69,61
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,step,1015.08768,1044.16,7,121
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,step,1045.95834,1065.12957,26,61
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,step,1065.61549,1083.25382,26,61
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,step,1084.43191,1092.90958,55,61
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,step,1100.6476,1168.47708,6,40
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,substep,1101.14215,1132.63581,22,46
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,substep,1132.65581,1134.5587,42,60
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,substep,1136.82292,1144.13368,6,40
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,substep,1145.67387,1151.99,0,61
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,step,1170.81007,1188.21833,76,130
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,step,1191.51623,1224.28596,76,37
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,substep,1235.02459,1293.6419,26,61
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,substep,1294.70473,1342.82267,24,39
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,substep,1393.79762,1431.36235,24,39
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,substep,1438.31582,1494.11101,22,46
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,substep,1536.6306,1585.54831,34,40
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,substep,1586.50641,1628.61622,24,39
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,substep,1629.98758,1643.37872,26,61
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,substep,1643.69105,1657.24353,24,39
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,substep,1688.54601,1703.464,76,57
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,substep,1707.28622,1758.73738,22,46
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,substep,1761.88898,1763.45357,42,60
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,substep,1803.83036,1818.52046,6,38
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,substep,1830.16075,1833.24474,42,60
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,substep,1853.53782,1940.72475,26,61
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,substep,1940.94441,1943.12647,72,119
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,substep,1944.58698,1974.88889,66,16
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,step,1987.8462,2074.25633,0,61
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,substep,1991.61752,2003.8256,13,61
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,substep,2005.3273,2062.1961,64,61
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,substep,2062.518,2064.061,14,65
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,step,2075.09991,2083.71874,24,39
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,step,2084.47672,2165.59581,0,61
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,substep,2084.76528,2096.04126,13,61
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,substep,2097.01157,2161.80857,64,61
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,substep,2162.00857,2164.86871,76,57
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,step,2166.0258,2177.14216,24,39
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,step,2177.88678,2235.81339,47,0
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,train,step,2245.77377,2310.60003,24,39
09bccca1-368b-4776-9433-3c8835837110,train,step,1.39573,17.676,26,61
09bccca1-368b-4776-9433-3c8835837110,train,step,17.6767,29.54935,76,61
09bccca1-368b-4776-9433-3c8835837110,train,step,29.54935,40.10353,13,139
09bccca1-368b-4776-9433-3c8835837110,train,step,40.30353,46.64435,14,65
09bccca1-368b-4776-9433-3c8835837110,train,step,46.64435,72.50836,13,139
09bccca1-368b-4776-9433-3c8835837110,train,step,72.50836,96.37883,13,139
09bccca1-368b-4776-9433-3c8835837110,train,step,96.37883,172.16379,27,61
09bccca1-368b-4776-9433-3c8835837110,train,step,172.16379,197.19842,13,54
09bccca1-368b-4776-9433-3c8835837110,train,step,197.19842,206.11,76,57
09bccca1-368b-4776-9433-3c8835837110,train,step,206.11088,266.83504,0,61
09bccca1-368b-4776-9433-3c8835837110,train,substep,207.07399,223.95261,0,105
09bccca1-368b-4776-9433-3c8835837110,train,substep,224.1526,232.30028,0,102
09bccca1-368b-4776-9433-3c8835837110,train,substep,232.50027,239.20225,0,84
09bccca1-368b-4776-9433-3c8835837110,train,substep,239.50224,250.47776,0,67
09bccca1-368b-4776-9433-3c8835837110,train,substep,251.05069,266.51506,66,61
09bccca1-368b-4776-9433-3c8835837110,train,substep,267.69869,281.05162,0,61
09bccca1-368b-4776-9433-3c8835837110,train,substep,281.82914,284.54893,11,65
09bccca1-368b-4776-9433-3c8835837110,train,substep,284.56893,303.5791,39,61
0c192ca8-1ede-4ef0-a05e-2f4151b6bdfc,train,step,32.61898,50.0,26,130
0c192ca8-1ede-4ef0-a05e-2f4151b6bdfc,train,step,57.30724,72.64,0,135
0c192ca8-1ede-4ef0-a05e-2f4151b6bdfc,train,substep,57.32857,64.86603,0,135
0c192ca8-1ede-4ef0-a05e-2f4151b6bdfc,train,substep,65.23269,72.64,0,135
0c192ca8-1ede-4ef0-a05e-2f4151b6bdfc,train,step,74.80561,87.838,53,61
0c192ca8-1ede-4ef0-a05e-2f4151b6bdfc,train,step,87.94723,93.43638,43,109
0c192ca8-1ede-4ef0-a05e-2f4151b6bdfc,train,step,94.92,111.1138,0,135
0c192ca8-1ede-4ef0-a05e-2f4151b6bdfc,train,substep,96.97026,103.72687,0,135
0c192ca8-1ede-4ef0-a05e-2f4151b6bdfc,train,substep,103.97196,111.1138,0,135
0c192ca8-1ede-4ef0-a05e-2f4151b6bdfc,train,step,113.99668,130.402,53,61
0c192ca8-1ede-4ef0-a05e-2f4151b6bdfc,train,step,130.86169,138.742,6,61
0c192ca8-1ede-4ef0-a05e-2f4151b6bdfc,train,step,145.20392,151.09,53,40
0c192ca8-1ede-4ef0-a05e-2f4151b6bdfc,train,step,151.11134,162.394,52,40
0c192ca8-1ede-4ef0-a05e-2f4151b6bdfc,train,step,164.63897,172.47237,53,61
0c192ca8-1ede-4ef0-a05e-2f4151b6bdfc,train,step,172.55252,177.928,6,61
0c192ca8-1ede-4ef0-a05e-2f4151b6bdfc,train,step,183.9646,193.462,32,40
0c192ca8-1ede-4ef0-a05e-2f4151b6bdfc,train,substep,183.98593,185.92695,53,40
0c192ca8-1ede-4ef0-a05e-2f4151b6bdfc,train,substep,186.02695,187.42852,0,61
0c192ca8-1ede-4ef0-a05e-2f4151b6bdfc,train,substep,187.66185,193.462,13,40
0c192ca8-1ede-4ef0-a05e-2f4151b6bdfc,train,step,194.13682,214.005,32,40
0c192ca8-1ede-4ef0-a05e-2f4151b6bdfc,train,substep,194.46808,202.84575,0,61
0c192ca8-1ede-4ef0-a05e-2f4151b6bdfc,train,substep,202.94575,209.73416,0,135
0c192ca8-1ede-4ef0-a05e-2f4151b6bdfc,train,substep,209.86749,214.005,42,79
0c192ca8-1ede-4ef0-a05e-2f4151b6bdfc,train,step,219.05027,266.216,32,40
0c192ca8-1ede-4ef0-a05e-2f4151b6bdfc,train,substep,219.0716,246.66958,52,40
0c192ca8-1ede-4ef0-a05e-2f4151b6bdfc,train,substep,247.43205,266.20726,44,61
0c192ca8-1ede-4ef0-a05e-2f4151b6bdfc,train,step,270.0738,282.96667,13,40
0c192ca8-1ede-4ef0-a05e-2f4151b6bdfc,train,substep,270.30302,273.76518,63,48
0c192ca8-1ede-4ef0-a05e-2f4151b6bdfc,train,substep,273.89851,282.96667,13,40
6639f53c-701d-4fe7-adcd-55d040ce8afe,train,step,5.91165,24.3855,43,61
6639f53c-701d-4fe7-adcd-55d040ce8afe,train,step,26.18069,96.73508,26,61
6639f53c-701d-4fe7-adcd-55d040ce8afe,train,step,96.73508,332.707,13,61
6639f53c-701d-4fe7-adcd-55d040ce8afe,train,substep,97.28974,143.9991,13,20
6639f53c-701d-4fe7-adcd-55d040ce8afe,train,substep,144.26576,201.17102,13,34
6639f53c-701d-4fe7-adcd-55d040ce8afe,train,substep,201.33769,242.12143,13,81
6639f53c-701d-4fe7-adcd-55d040ce8afe,train,substep,242.25476,332.50894,13,61
6639f53c-701d-4fe7-adcd-55d040ce8afe,train,step,338.59749,409.26661,13,21
6639f53c-701d-4fe7-adcd-55d040ce8afe,train,substep,338.88548,344.03978,13,21
6639f53c-701d-4fe7-adcd-55d040ce8afe,train,substep,344.17311,370.51321,46,113
6639f53c-701d-4fe7-adcd-55d040ce8afe,train,substep,370.71535,409.20355,13,21
6639f53c-701d-4fe7-adcd-55d040ce8afe,train,step,429.81344,566.99837,0,134
6639f53c-701d-4fe7-adcd-55d040ce8afe,train,substep,430.05234,536.10218,68,75
6639f53c-701d-4fe7-adcd-55d040ce8afe,train,substep,537.03549,547.43907,0,134
6639f53c-701d-4fe7-adcd-55d040ce8afe,train,substep,548.03828,563.79837,76,130
6639f53c-701d-4fe7-adcd-55d040ce8afe,train,step,577.40357,596.03195,13,61
6639f53c-701d-4fe7-adcd-55d040ce8afe,train,step,607.90689,614.33518,41,30
6639f53c-701d-4fe7-adcd-55d040ce8afe,train,step,699.17261,745.366,7,5
6639f53c-701d-4fe7-adcd-55d040ce8afe,train,substep,699.25918,732.77319,43,130
6639f53c-701d-4fe7-adcd-55d040ce8afe,train,substep,732.83986,737.06608,14,65
6639f53c-701d-4fe7-adcd-55d040ce8afe,train,substep,737.6994,745.366,43,130
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,1.16662,3.59114,76,57
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,10.71383,41.23718,26,61
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,42.46592,59.89674,43,130
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,60.03006,94.56781,76,72
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,113.56319,186.37196000000003,45,77
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,substep,119.82558,136.13045,13,8
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,substep,148.06307,150.92488,76,57
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,substep,150.92488,155.42637,72,119
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,substep,155.42637,161.00173,0,84
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,substep,161.00173,177.10277,0,53
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,substep,177.10277,186.73328,66,61
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,186.57196,188.29738,42,60
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,188.49738,199.06889,39,61
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,199.4979,219.15603,47,0
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,219.28359,251.895,67,61
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,251.9362,268.48655,26,61
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,270.35088,288.23039,0,61
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,289.5348,300.73161,46,113
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,300.80556,302.999825,42,60
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,303.19982500000003,373.68518,13,61
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,376.53276,378.5766,6,58
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,381.70478,384.44471,42,60
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,386.14381,420.567,0,19
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,429.06672,440.503,45,77
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,substep,429.07699,432.48748,72,119
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,substep,432.48748,440.20008,66,134
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,442.32103,459.05987,0,122
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,459.30275,471.83667,45,77
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,472.00857,475.10059,69,61
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,482.90219,485.19824,0,122
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,486.12563,488.52233,67,61
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,489.93329,495.32367,0,115
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,496.01092,509.70282,57,77
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,510.5513,522.40795,18,135
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,524.46109,657.074,76,130
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,substep,524.47079,582.84083,76,37
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,substep,582.84083,598.37456,7,121
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,substep,598.37456,618.1043,76,130
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,substep,618.1043,632.89651,69,61
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,substep,632.89651,656.82794,76,89
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,658.05502,659.07409,74,29
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,660.67211,667.1554,76,89
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,670.10437,705.32685,26,61
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,707.09584,753.47098,13,87
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,761.39337,780.63247,37,61
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,786.83944,798.23109,37,61
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,813.67503,833.87966,37,48
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,834.10704,862.23774,0,61
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,872.9761,886.86634,43,61
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,888.39803,903.19853,74,29
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,905.29272,918.55233,18,135
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,920.61005,930.31032,26,61
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,931.47281,937.94102,74,29
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,942.03647,951.34178,34,80
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,951.59454,958.32224,55,130
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,965.82749,981.70998,76,35
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,982.48754,989.76362,0,61
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,990.0311,997.77429,34,90
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,997.97429,1064.07437,34,90
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,1064.5484,1067.30534,74,29
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,1068.03802,1081.57868,34,90
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,1084.53142,1086.34867,55,61
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,1088.00027,1118.722,0,131
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,1119.67917,1167.662215,13,19
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,1167.862215,1199.435,0,131
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,substep,1167.44849,1172.6407,0,134
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,substep,1172.6407,1199.41459,66,61
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,1200.21261,1203.40252,76,57
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,1209.59692,1217.47373,67,61
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,1220.41202,1226.03478,0,84
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,1226.17283,1229.28661,34,90
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,step,1229.48438,1263.827,13,59
grp-090c6bc0-49da-4d3b-b209-a1a60aeb0317,train,substep,1229.48834,1253.03867,76,61
